eixugavidres € eixugavidres € NCMN000 € əʃuɣəβˈiðɾəs
eixugo € eixugar € VMIP1S0C € əʃˈuɣu
eixugó € eixugó € NCMS000 € əʃuɣˈo
eixugons € eixugó € NCMP000 € əʃuɣˈons
eixuguem € eixugar € VMIP1P00 € əʃuɣˈɛm
eixuguem € eixugar € VMM01P00 € əʃuɣˈɛm
eixuguem € eixugar € VMSP1P00 € əʃuɣˈɛm
eixuguen € eixugar € VMIP3P00 € əʃˈuɣən
eixugues € eixugar € VMIP2S00 € əʃˈuɣəs
eixugués € eixugar € VMSI1S01 € əʃuɣˈes
eixuguéssim € eixugar € VMSI1P02 € əʃuɣˈesim
eixuguessin € eixugar € VMSI3P02 € əʃuɣˈesin
eixuguessis € eixugar € VMSI2S02 € əʃuɣˈesis
eixuguéssiu € eixugar € VMSI2P02 € əʃuɣˈesiw
eixugueu € eixugar € VMIP2P00 € əʃuɣˈɛw
eixugueu € eixugar € VMM02P0X € əʃuɣˈɛw
eixugueu € eixugar € VMSP2P00 € əʃuɣˈɛw
eixugui € eixugar € VMM03S0Y € əʃˈuɣi
eixugui € eixugar € VMSP1S0Y € əʃˈuɣi
eixuguí € eixugar € VMIS1S00 € əʃuɣˈi
eixuguin € eixugar € VMM03P0Y € əʃˈuɣin
eixuguin € eixugar € VMSP3P0Y € əʃˈuɣin
eixuguis € eixugar € VMSP2S0Y € əʃˈuɣis
eixut € eixut € AQ0MS0 € əʃˈut
eixut € eixut € NCMS000 € əʃˈut
eixuta € eixut € AQ0FS0 € əʃˈutə
eixutada € eixutada € NCFS000 € əʃutˈaðə
eixutades € eixutada € NCFP000 € əʃutˈaðəs
eixutament € eixutament € ZRG € əʃˈutəmˈen
eixutes € eixut € AQ0FP0 € əʃˈutəs
eixutesa € eixutesa € NCFS000 € əʃutˈɛzə
eixuteses € eixutesa € NCFP000 € əʃutˈɛzəs
eixutor € eixutor € NCFS000 € əʃutˈo
eixutors € eixutor € NCFP000 € əʃutˈos
eixuts € eixut € AQ0MP0 € əʃˈuts
eixuts € eixut € NCMP000 € əʃˈuts
ejacula € ejacular € VMIP3S00 € əʒəkˈulə
ejacula € ejacular € VMM02S00 € əʒəkˈulə
ejaculà € ejacular € VMIS3S00 € əʒəkulˈa
ejaculació € ejaculació € NCFS000 € əʒəkuləsiˈo
ejaculacions € ejaculació € NCFP000 € əʒəkuləsiˈons
ejaculada € ejacular € VMP00SF0 € əʒəkulˈaðə
ejaculades € ejacular € VMP00PF0 € əʒəkulˈaðəs
ejaculador € ejaculador € AQ0MS0 € əʒəkuləðˈo
ejaculadora € ejaculador € AQ0FS0 € əʒəkuləðˈoɾə
ejaculadores € ejaculador € AQ0FP0 € əʒəkuləðˈoɾəs
ejaculadors € ejaculador € AQ0MP0 € əʒəkuləðˈos
ejaculant € ejacular € VMG00000 € əʒəkulˈan
ejacular € ejacular € VMN00000 € əʒəkulˈa
ejacularà € ejacular € VMIF3S00 € əʒəkuləɾˈa
ejacularan € ejacular € VMIF3P00 € əʒəkuləɾˈan
ejacularàs € ejacular € VMIF2S00 € əʒəkuləɾˈas
ejacularé € ejacular € VMIF1S00 € əʒəkuləɾˈe
ejacularem € ejacular € VMIF1P00 € əʒəkuləɾˈɛm
ejaculàrem € ejacular € VMIS1P00 € əʒəkulˈaɾəm
ejacularen € ejacular € VMIS3P00 € əʒəkulˈaɾən
ejaculares € ejacular € VMIS2S00 € əʒəkulˈaɾəs
ejaculareu € ejacular € VMIF2P00 € əʒəkuləɾˈɛw
ejaculàreu € ejacular € VMIS2P00 € əʒəkulˈaɾəw
ejacularia € ejacular € VMCC1S00 € əʒəkuləɾˈiə
ejacularíem € ejacular € VMCC1P00 € əʒəkuləɾˈiəm
ejacularien € ejacular € VMCC3P00 € əʒəkuləɾˈiən
ejacularies € ejacular € VMCC2S00 € əʒəkuləɾˈiəs
ejacularíeu € ejacular € VMCC2P00 € əʒəkuləɾˈiəw
ejaculat € ejacular € VMP00SM0 € əʒəkulˈat
ejaculats € ejacular € VMP00PM0 € əʒəkulˈats
ejaculava € ejacular € VMII1S00 € əʒəkulˈaβə
ejaculàvem € ejacular € VMII1P00 € əʒəkulˈaβəm
ejaculaven € ejacular € VMII3P00 € əʒəkulˈaβən
ejaculaves € ejacular € VMII2S00 € əʒəkulˈaβəs
ejaculàveu € ejacular € VMII2P00 € əʒəkulˈaβəw
ejaculem € ejacular € VMIP1P00 € əʒəkulˈɛm
ejaculem € ejacular € VMM01P00 € əʒəkulˈɛm
ejaculem € ejacular € VMSP1P00 € əʒəkulˈɛm
ejaculen € ejacular € VMIP3P00 € əʒəkˈulən
ejacules € ejacular € VMIP2S00 € əʒəkˈuləs
ejaculés € ejacular € VMSI1S01 € əʒəkulˈes
ejaculéssim € ejacular € VMSI1P02 € əʒəkulˈesim
ejaculessin € ejacular € VMSI3P02 € əʒəkulˈesin
ejaculessis € ejacular € VMSI2S02 € əʒəkulˈesis
ejaculéssiu € ejacular € VMSI2P02 € əʒəkulˈesiw
ejaculeu € ejacular € VMIP2P00 € əʒəkulˈɛw
ejaculeu € ejacular € VMM02P0X € əʒəkulˈɛw
ejaculeu € ejacular € VMSP2P00 € əʒəkulˈɛw
ejaculi € ejacular € VMM03S0Y € əʒəkˈuli
ejaculi € ejacular € VMSP1S0Y € əʒəkˈuli
ejaculí € ejacular € VMIS1S00 € əʒəkulˈi
ejaculin € ejacular € VMM03P0Y € əʒəkˈulin
ejaculin € ejacular € VMSP3P0Y € əʒəkˈulin
ejaculis € ejacular € VMSP2S0Y € əʒəkˈulis
ejaculo € ejacular € VMIP1S0C € əʒəkˈulu
ejecció € ejecció € NCFS000 € əʒəksiˈo
ejeccions € ejecció € NCFP000 € əʒəksiˈons
ejecta € ejectar € VMIP3S00 € əʒˈektə
ejecta € ejectar € VMM02S00 € əʒˈektə
ejectà € ejectar € VMIS3S00 € əʒəktˈa
ejectada € ejectar € VMP00SF0 € əʒəktˈaðə
ejectades € ejectar € VMP00PF0 € əʒəktˈaðəs
ejectant € ejectar € VMG00000 € əʒəktˈan
ejectar € ejectar € VMN00000 € əʒəktˈa
ejectarà € ejectar € VMIF3S00 € əʒəktəɾˈa
ejectaran € ejectar € VMIF3P00 € əʒəktəɾˈan
ejectaràs € ejectar € VMIF2S00 € əʒəktəɾˈas
ejectaré € ejectar € VMIF1S00 € əʒəktəɾˈe
ejectarem € ejectar € VMIF1P00 € əʒəktəɾˈɛm
ejectàrem € ejectar € VMIS1P00 € əʒəktˈaɾəm
ejectaren € ejectar € VMIS3P00 € əʒəktˈaɾən
ejectares € ejectar € VMIS2S00 € əʒəktˈaɾəs
ejectareu € ejectar € VMIF2P00 € əʒəktəɾˈɛw
ejectàreu € ejectar € VMIS2P00 € əʒəktˈaɾəw
ejectaria € ejectar € VMCC1S00 € əʒəktəɾˈiə
ejectaríem € ejectar € VMCC1P00 € əʒəktəɾˈiəm
ejectarien € ejectar € VMCC3P00 € əʒəktəɾˈiən
ejectaries € ejectar € VMCC2S00 € əʒəktəɾˈiəs
ejectaríeu € ejectar € VMCC2P00 € əʒəktəɾˈiəw
ejectat € ejectar € VMP00SM0 € əʒəktˈat
ejectats € ejectar € VMP00PM0 € əʒəktˈats
ejectava € ejectar € VMII1S00 € əʒəktˈaβə
ejectàvem € ejectar € VMII1P00 € əʒəktˈaβəm
ejectaven € ejectar € VMII3P00 € əʒəktˈaβən
ejectaves € ejectar € VMII2S00 € əʒəktˈaβəs
ejectàveu € ejectar € VMII2P00 € əʒəktˈaβəw
ejectem € ejectar € VMIP1P00 € əʒəktˈɛm
ejectem € ejectar € VMM01P00 € əʒəktˈɛm
ejectem € ejectar € VMSP1P00 € əʒəktˈɛm
ejecten € ejectar € VMIP3P00 € əʒˈektən
ejectes € ejectar € VMIP2S00 € əʒˈektəs
ejectés € ejectar € VMSI1S01 € əʒəktˈes
ejectéssim € ejectar € VMSI1P02 € əʒəktˈesim
ejectessin € ejectar € VMSI3P02 € əʒəktˈesin
ejectessis € ejectar € VMSI2S02 € əʒəktˈesis
ejectéssiu € ejectar € VMSI2P02 € əʒəktˈesiw
ejecteu € ejectar € VMIP2P00 € əʒəktˈɛw
ejecteu € ejectar € VMM02P0X € əʒəktˈɛw
ejecteu € ejectar € VMSP2P00 € əʒəktˈɛw
ejecti € ejectar € VMM03S0Y € əʒˈekti
ejecti € ejectar € VMSP1S0Y € əʒˈekti
ejectí € ejectar € VMIS1S00 € əʒəktˈi
ejèctil € ejèctil € AQ0CS0 € əʒˈɛktil
ejèctils € ejèctil € AQ0CP0 € əʒˈɛktils
ejectin € ejectar € VMM03P0Y € əʒˈektin
ejectin € ejectar € VMSP3P0Y € əʒˈektin
ejectis € ejectar € VMSP2S0Y € əʒˈektis
ejectiu € ejectiu € AQ0MS0 € əʒəktˈiw
ejectius € ejectiu € AQ0MP0 € əʒəktˈiws
ejectiva € ejectiu € AQ0FS0 € əʒəktˈiβə
ejectives € ejectiu € AQ0FP0 € əʒəktˈiβəs
ejecto € ejectar € VMIP1S0C € əʒˈektu
ejector € ejector € NCMS000 € əʒəktˈo
ejectors € ejector € NCMP000 € əʒəktˈos
ekanita € ekanita € NCFS000 € əkənˈitə
Ekaterinburg € Ekaterinburg € NPCSG00 € əkətəɾimbˈurk
el € el € DA0MS0 € ˈəl
el € ell € PP3MSA00 € ˈəl
ela € ela € ZI € ˈelə
ela € ela € NCFS000 € ˈelə
elabora € elaborar € VMIP3S00 € ələβˈoɾə
elabora € elaborar € VMM02S00 € ələβˈoɾə
elaborà € elaborar € VMIS3S00 € ələβuɾˈa
elaborable € elaborable € AQ0CS0 € ələβuɾˈabblə
elaborables € elaborable € AQ0CP0 € ələβuɾˈabbləs
elaboració € elaboració € NCFS000 € ələβuɾəsiˈo
elaboracions € elaboració € NCFP000 € ələβuɾəsiˈons
elaborada € elaborar € VMP00SF0 € ələβuɾˈaðə
elaborades € elaborar € VMP00PF0 € ələβuɾˈaðəs
elaborant € elaborar € VMG00000 € ələβuɾˈan
elaborar € elaborar € VMN00000 € ələβuɾˈa
elaborarà € elaborar € VMIF3S00 € ələβuɾəɾˈa
elaboraran € elaborar € VMIF3P00 € ələβuɾəɾˈan
elaboraràs € elaborar € VMIF2S00 € ələβuɾəɾˈas
elaboraré € elaborar € VMIF1S00 € ələβuɾəɾˈe
elaborarem € elaborar € VMIF1P00 € ələβuɾəɾˈɛm
elaboràrem € elaborar € VMIS1P00 € ələβuɾˈaɾəm
elaboraren € elaborar € VMIS3P00 € ələβuɾˈaɾən
elaborares € elaborar € VMIS2S00 € ələβuɾˈaɾəs
elaborareu € elaborar € VMIF2P00 € ələβuɾəɾˈɛw
elaboràreu € elaborar € VMIS2P00 € ələβuɾˈaɾəw
elaboraria € elaborar € VMCC1S00 € ələβuɾəɾˈiə
elaboraríem € elaborar € VMCC1P00 € ələβuɾəɾˈiəm
elaborarien € elaborar € VMCC3P00 € ələβuɾəɾˈiən
elaboraries € elaborar € VMCC2S00 € ələβuɾəɾˈiəs
elaboraríeu € elaborar € VMCC2P00 € ələβuɾəɾˈiəw
elaborat € elaborar € VMP00SM0 € ələβuɾˈat
elaborats € elaborar € VMP00PM0 € ələβuɾˈats
elaborava € elaborar € VMII1S00 € ələβuɾˈaβə
elaboràvem € elaborar € VMII1P00 € ələβuɾˈaβəm
elaboraven € elaborar € VMII3P00 € ələβuɾˈaβən
elaboraves € elaborar € VMII2S00 € ələβuɾˈaβəs
elaboràveu € elaborar € VMII2P00 € ələβuɾˈaβəw
elaborem € elaborar € VMIP1P00 € ələβuɾˈɛm
elaborem € elaborar € VMM01P00 € ələβuɾˈɛm
elaborem € elaborar € VMSP1P00 € ələβuɾˈɛm
elaboren € elaborar € VMIP3P00 € ələβˈoɾən
elabores € elaborar € VMIP2S00 € ələβˈoɾəs
elaborés € elaborar € VMSI1S01 € ələβuɾˈes
elaboréssim € elaborar € VMSI1P02 € ələβuɾˈesim
elaboressin € elaborar € VMSI3P02 € ələβuɾˈesin
elaboressis € elaborar € VMSI2S02 € ələβuɾˈesis
elaboréssiu € elaborar € VMSI2P02 € ələβuɾˈesiw
elaboreu € elaborar € VMIP2P00 € ələβuɾˈɛw
elaboreu € elaborar € VMM02P0X € ələβuɾˈɛw
elaboreu € elaborar € VMSP2P00 € ələβuɾˈɛw
elabori € elaborar € VMM03S0Y € ələβˈoɾi
elabori € elaborar € VMSP1S0Y € ələβˈoɾi
elaborí € elaborar € VMIS1S00 € ələβuɾˈi
elaborin € elaborar € VMM03P0Y € ələβˈoɾin
elaborin € elaborar € VMSP3P0Y € ələβˈoɾin
elaboris € elaborar € VMSP2S0Y € ələβˈɔɾis
elaboro € elaborar € VMIP1S0C € ələβˈɔɾu
elació € elació € NCFS000 € ələsiˈo
elacions € elació € NCFP000 € ələsiˈons
elacúrids € elacúrid € NCMP000 € ələkˈuɾits
Elagàbal € Elagàbal € NPMSSP0 € ələɣˈaβəl
Elam € Elam € NPMSG00 € əlˈam
elamita € elamita € AQ0CS0 € ələmˈitə
elamita € elamita € NCCS000 € ələmˈitə
elamites € elamita € AQ0CP0 € ələmˈitəs
elamites € elamita € NCCP000 € ələmˈitəs
Elancourt € Elancourt € NPCSG00 € ələŋkˈɔwr
elapé € elapé € NCMS000 € ələpˈe
elapés € elapé € NCMP000 € ələpˈes
elàpid € elàpid € NCMS000 € əlˈapit
elàpids € elàpid € NCMP000 € əlˈapits
